id,byear,H1a,pre-industrialized society,political event,personal youth,anti-europe,pre-industrialized society,nationalism,solidar society,pre-polarized society,colonialism,sports event
R_3fOzeZHc3psfPRW,1949,De tijd zonder de enorme polarisatie.,pre-polarized society,,0,0,0,0,0,1,0,0
R_3fpiJkwOdFAb4PE,1958,?,NA,,,,,,,,,
R_3fQdBBBgvpBeWFz,1960,Geen.,NA,,,,,,,,,
R_3frvUlKjKyUsXUp,1945,Dat fatsoen en respect normale zaken waren,pre-polarized society,,0,0,0,0,1,1,0,0
R_3FW1KYvl17x92uP,1953,??????????????,NA,,,,,,,,,
R_3fxAGAyEZqJZ8tg,1996,,NA,,,,,,,,,
R_3fxiyYa6wjQFeGH,1977,Ik verlang niet terug naar vroeger,NA,,,,,,,,,
R_3fZEAm6HFaoVSKk,1971,Voor. Corona,pre-polarized society,,0,0,0,0,0,1,0,0
R_3fZS77eXb7E0wS5,1985,"Ik verlang naar een hoop dingen terug, maar niet naar een moment in de geschiedenis.",NA,,,,,,,,,
R_3G0Ty0Bm6AW2Gjz,1952,De tijd dat kinderen het vanzelfsprekend vonden om lekker veel buiten te spelen,personal youth,,1,0,0,0,0,0,0,0
R_3G0yR0dJZSt1ni2,1962,70-jaren,personal youth,,1,0,0,0,1,0,0,0
R_3g6IHjiYmPxKCSC,1964,,NA,,,,,,,,,
R_3g6rhRXZgG8hVnm,1994,,NA,,,,,,,,,
R_3g74wQM3ihFbBL0,1967,Jaren 90,pre-polarized society,,0,0,0,0,0,1,0,0
R_3G98onrk92pEdGZ,1946,Voor 9/11,pre-polarized society,1,0,0,0,0,0,1,0,0
R_3GCCKI57nFJRloC,1959,Jaren 70 tot en met 90,pre-polarized society,,0,0,0,0,0,1,0,0
R_3GD4QAKIOINxVOe,1955,2e helft vorige eeuw,solidar society,,0,0,0,0,1,1,0,0
R_3Geqqcz4OWNfis5,1984,,NA,,,,,,,,,
R_3Gew8L6id2AziFr,1965,de val van de muur,solidar society,1,0,0,0,0,1,1,0,0
R_3GfTojMRDapwetn,1979,De jaren 80,personal youth,,1,0,0,0,1,0,0,0
R_3GfUzHCcvVwHEkB,1950,"Niet relevant. 
",NA,,,,,,,,,
R_3gGxy1QNqis0Di9,1990,Toen huizen nog betaalbaar waren voor starters,solidar society,,0,0,0,0,1,0,0,0
R_3GjgprNtaz3wGrc,1946,De bevrijdingsfeesten!,solidar society,,0,0,0,0,1,0,0,0
R_3GjqGehhd6Do553,1981,"Pré 911... Vóór 11 september 2001...
",pre-polarized society,1,0,0,0,0,0,1,0,0
R_3gT5iSzJFMJq038,1961,1600 slag bij Nieuwpoort,pre-industrialized society,,0,0,1,0,0,0,0,0
R_3gWLIBrhIbdk1Oh,1956,"Ik hoef niet terug te verlangen, het leven gaat door: maak het het beste van.",NA,,,,,,,,,
R_3GwVVK5cWZqzGee,1986,Geenidee,NA,,,,,,,,,
R_3gXIZEtB7f2dZYv,1990,Zo oud ben ik nog niet,NA,,,,,,,,,
R_3gYglw9061kGfVU,1983,Economische groei in de jaren 1990-2000,personal youth,,0,0,0,0,0,1,0,0
R_3gYgoZaPhxXXd1Q,1973,Toen sparen nog beloond werd,solidar society,,0,0,0,0,1,0,0,0
R_3gZ2PaAovSnCcIf,1961,Jaren negentig,pre-polarized society,,0,0,0,0,0,1,0,0
R_3h4w63YcqdCDDgT,1951,jaren 70,personal youth,,1,0,0,0,1,0,0,0
R_3ha72MA0bXquqx3,1971,Ik verlang niet terug nasr een bepaslde tijd. Het helpt mij niet. Wel hoop ik dat de komende tijd weer beter wordt. Elke tijd heeft zijn mooie en minder mooie kanten.,NA,,,,,,,,,
R_3habfnSaWlkfero,1984,,NA,,,,,,,,,
R_3HAeWIbG9RRAdjl,1966,De onbezorgdheid van de jeugd,personal youth,,1,0,0,0,0,0,0,0
R_3HAhx3GDbaSjNTM,1940,1960,personal youth,,1,0,0,0,1,0,0,0
R_3HAJI10j1uUsuxh,1943,,NA,,,,,,,,,
R_3HBygpduXr0W9BG,1946,Geen,NA,,,,,,,,,
R_3HCaWYTAd1wpZFe,2001,Begin jaren ‘00 toen je nog gewoon voor een normale prijs een huis kon kopen en studiefinanciering kreeg,personal youth,,0,0,0,0,1,0,0,0
R_3hclMxVqOrY3gC4,1944,Geen mening…,NA,,,,,,,,,
R_3hfkuY49HpojjZ4,1956,60-er jaren,personal youth,,1,0,0,0,1,0,0,0
R_3HFYsV88fvnOWN4,1975,"Ik verlang terug naar de tijd waarin Corona-, oorlog, energiecrisis niet aansluit de orde waren.",pre-polarized society,,0,0,0,0,0,1,0,0
R_3hGfaOnUhYaeY3p,2000,De zero's,personal youth,,1,0,0,0,0,0,0,0
R_3HGKPKAS7yY5P9c,1973,90-er jaren,personal youth,,1,0,0,0,0,1,0,0
R_3hhkV5tMZ75gf9x,1968,Val Berlijnse muur,solidar society,1,0,0,0,0,0,1,0,0
R_3hine9kgfB9FMyS,1959,,NA,,,,,,,,,
R_3HjBRaYuG4vo9Vu,1977,Niets dat is geweest,NA,,,,,,,,,
R_3HLEztHGjO9qIxM,1970,,NA,,,,,,,,,
R_3HNwnclv5gPE7pb,1944,"Flower power:niet  woke, vrijzinnige periode",pre-polarized society,,0,0,0,0,1,1,0,0
R_3hrVMmxuKnZlzCH,1997,"De tijd voor de coronacrisis, welke toch wel een behoorlijke impact heeft gemaakt op allerlei vlakken. Natuurlijk wordt 'het' beter, maar desalniettemin is het nog niet hetzelfde als dat het was.",pre-polarized society,,0,0,0,0,0,1,0,0
R_3hs7G0ndPNE0aQW,1948,geen idee,NA,,,,,,,,,
R_3hse2mAwx19uqwd,1958,De jaren 80,solidar society,,0,0,0,0,1,0,0,0
R_3HT8JNA3L7koiDp,1957,2000,pre-polarized society,,0,0,0,0,0,1,0,0
R_3HT8ySVX8RmQ1rG,1989,"De jaren 90, de tijd voor 11 september 2001",pre-polarized society,,0,0,0,0,0,1,0,0
R_3htEHPRvxOk6ttB,1953,geen idee,NA,,,,,,,,,
R_3htGaZzs6h8Btdv,1985,De periode dat Rutte geen minister president was,personal youth,1,1,0,0,0,0,1,0,0
R_3Htvg6VvheY2aLT,2000,"Ik zou niet bepaald een moment hebben.

Ik kijk liever naar wat er anders kan worden gedaan dan in het verleden rond te blijven hangen.",NA,,,,,,,,,
R_3Hvofz5dtYmKhgd,1948,dat er niet zoveel buitenlanders in ons land waren.Nu is het een drama in ons land.,nationalism,,0,0,0,1,0,0,1,0
R_3HwaDy5yUUgKntb,1983,Toen er minder polarisatie was,pre-polarized society,,0,0,0,0,0,1,0,0
R_3HwgXeWgX5i4exr,1954,Naar het moment van voor de technische revolutie,pre-industrialized society,,0,0,1,0,0,0,0,0
R_3hxRgc9ZtvD30mv,1994,,NA,,,,,,,,,
R_3hydgT7tSoUlaII,1941,ik zou het niet weten,NA,,,,,,,,,
R_3hyGDYxX1jlKg55,1945,geen,NA,,,,,,,,,
R_3hyyboIKVI7r0mE,1951,"Geschiedkundig neem ik aan dat ik zou terugverlangen naar het einde van de 2e Wereldoorlog, maar daar was ik niet bij. Waarnaar ik terugverlang zijn de vele reizen door vele landen en alle interessante plekken op de wereld.",solidar society,,1,0,0,0,1,0,0,0
R_3Hz69T9muwwLyTY,1948,De tijd dat het voor alle bevolkingsgroepen goed ging.,solidar society,,0,0,0,0,1,0,0,0
R_3hztkgfMDfMiONg,1953,De val van de Berlijnse muur,solidar society,1,0,0,0,0,1,1,0,0
R_3I3HjmNNhfL1Ub6,1949,geen enkel moment! Toekomst is belangrijker en gezien de huidige wereldsituatie zijn de huidige ontwikkelingen cruciaal voor de toekomst van onze kinderen en kleinkinderen.,NA,,,,,,,,,
R_3I46bphxUlsFnoT,1964,,NA,,,,,,,,,
R_3I62jEx48dXDBlg,1950,"Ik verlang naar goede debatten en geen geschreeuw,
Dat de mensen naar elkaar omkijken.
En dat in de 2e kamer ook meer mensen uit andere delen van Nederland zitten en niet alleen uit het westen des lands.
En ook goede bedrijfskennis.",solidar society,,0,0,0,0,1,1,0,0
R_3iI3Wu7JFeIRpP6,1960,Pim fortuin,nationalism,1,0,0,0,1,0,0,0,0
R_3IQAHbmBcpxl5fZ,1963,Viering ek kampioenschap 1988,nationalism,,0,0,0,1,0,0,0,1
R_3is9tBGJ6JO9Y0M,1977,,NA,,,,,,,,,
R_3IStGuC51GcEvby,1973,1992,personal youth,,1,0,0,0,0,1,0,0
R_3itfxxxknPudJ3r,1947,Eind van de koude oorlog ( val van de Berlijnse muur),solidar society,1,0,0,0,0,1,1,0,0
R_3iVBL74s72eB41k,1962,"Als ik,het politiek bekijk de periode’s van de kabinetten den Uyl en van Agt. Men kon het oneens zijn met elkaar maar bleef constructief. Ook durfde men politieke beslissingen te nemen er was sprake van visie. ( hoewel niet altijd de mijne)",solidar society,1,0,0,0,0,1,0,0,0
R_3iwEpGpiQNYh0Pg,1955,geen,NA,,,,,,,,,
R_3IXmKyeWnJBy178,1991,Het is altijd prima wanneer je geld hebt.,NA,,,,,,,,,
R_3ixpr3Fuef43iYr,1960,In de Franse tijd is vooruitgang geboekt.,pre-industrialized society,,0,0,1,0,0,0,0,0
R_3ixrbVxVJyiwsvh,1946,geen,NA,,,,,,,,,
R_3IXXEcDXU1pZg4N,1972,"Jaren 80, overzichtelijk,  vriendelijk, socialer en minder vol. Meer de authentieke Nederlandse entiteit",nationalism,,1,0,0,1,1,1,0,0
R_3iyd3qHA9SnXU4u,1996,"Altijd het heden, geschiedenis is niet voor niets geschiedenis",NA,,,,,,,,,
R_3iyggCfFd3f2Lhd,1958,De  jaren zeventig,personal youth,,1,0,0,0,1,0,0,0
R_3IYL9qvvzemgVf7,1956,mijn geboorte,personal youth,,1,0,0,0,0,0,0,0
R_3J1MRIDOx9PmuTV,1978,,NA,,,,,,,,,
R_3J2A51CzJxqQ1SJ,1947,,NA,,,,,,,,,
R_3j2QKV2bt5BtO74,1963,80 er jaren,personal youth,,1,0,0,0,1,0,0,0
R_3j8nDGFrZ7v19rA,1985,Voor elk leuke moment waren er tegelijkertijd genoeg dingen die dat net zoals nu opheffen en geen enkele tijd zoveel meer begerenswaardig maakt dan een andere of de huidige tijd.,NA,,,,,,,,,
R_3J8zK8QUDLH4gI9,1956,Van mijn jeugd toen ik nog geen inzicht in in het reilen en zijlen van de politiek en ik dacht dat de politiek en ook bedrijven er voor de gewonen mensen waren.,personal youth,,1,0,0,0,0,0,0,0
R_3JaQbrofogudpRu,1993,Dat weet ik niet,NA,,,,,,,,,
R_3jdOywyblJq3017,1966,,NA,,,,,,,,,
R_3JdPc9C58VXVhWj,1968,,NA,,,,,,,,,
R_3jdsrj4daMnFZHt,1948,"Geen verlangen naar het verleden, ik kijk met veel verwachting en verlangen uit naar een betere toekomst.",NA,,,,,,,,,
R_3Je0fmYSfoyFEK5,1966,Gulden tijd,anti-europe,,0,1,0,1,0,0,0,0
R_3JEhrwDtyy5mObz,1980,Elfstedentocht,nationalism,,0,0,0,1,0,0,0,1
R_3jfcomRFDYYkREd,2000,De tijden voor de coronacrisis.,pre-polarized society,,1,0,0,0,0,1,0,0
R_3jfikNZoXUwGfjH,2000,Nvt,NA,,,,,,,,,
R_3jfItP1AqFDkMal,1964,Het moment voor de Europese eenwording en de onze Florijn/Gulden!,anti-europe,,0,1,0,1,0,0,0,0
R_3JfnXCavcRzIdig,2003,,NA,,,,,,,,,
R_3JIynLPbTwRNMBT,1951,"tijdperk Den Uil, werd meer sociaal gedaan voor het gewone volk",solidar society,,0,0,0,0,1,0,0,0
R_3JqSMfTJeluJIfC,1960,De tijd voor social media,pre-polarized society,,0,0,0,0,0,1,0,0
R_3JsDVYTTpYAPinP,1986,Geen. We kunnen slechts vooruit. Wie blijft verlangen naar het verleden zal voor altijd teleurgesteld blijven.,NA,,,,,,,,,
R_3jSzMZENb4OLTJ5,2002,Naar de tijd van Pim Fortuyn Nederland rond 2000,nationalism,1,0,0,0,1,0,0,0,0
R_3jTztEyl0W4sumC,1960,De verzuiling van de jaren 50,solidar society,1,0,0,0,0,1,0,0,0
R_3jZJiszURjtoK5f,1942,Naar een tijd waarin er  weinig mensen zijn ! Dus meer ruimte alsmede ook meer mogelijkheden om te doen én laten hoe ik dat zelf wil !! Kortom:  echte Vrijheid !!,pre-industrialized society,,0,0,1,0,0,0,0,0
R_3k7I9Hfa00onq07,1940,,NA,,,,,,,,,
R_3kaJPq127z5TCJR,1987,,NA,,,,,,,,,
R_3kArpWc0VvVEhy7,1970,Ik denk 1973 of 1974. Ik was 3 a 4 jaar oud en rondjes aan het rijden -op een plastic Ezeltje met wieltjes - om de grote berkenboom op ons terras. De zon scheen en m’n leventje was nog heerlijk ongecompliceerd :-),personal youth,,1,0,0,0,0,0,0,0
R_3KAVZCdHznqQTTJ,1959,Toen het sociaal stelsel nog bestond,solidar society,,0,0,0,0,1,0,0,0
R_3KB0bfvcd3CwH6G,1968,"Nou ja, terugdenken.... alsof ik het zelf heb meegemaakt,... maar ik denk dat we veel kunnen leren toen de economie nog niet de topdrijfveer voor het leven was, toen solidariteit en voor elkaar zorgen nog belangrijk was om samen te overleven. Ik denk nu dus aan de begintijd van de samenleving. Maar ik wil het niet ophemelen, zou liever niet willen leven in die struggle voor survival...",pre-industrialized society,,0,0,1,0,1,0,0,0
R_3kbMfcrEmg1NS2l,1974,De tijd vd gulden,anti-europe,,0,1,0,1,0,0,0,0
R_3kbSoEFMF8A0Xos,1970,"Dat Nederland een regering had waarbij er ene echte democratie was waarbij de overheid er voor d bevolking is en niet zoals nu andersom. Ook al stemmen wij dit , de overheid doet dan dat. Niet correct.",pre-polarized society,,0,0,0,0,0,1,0,0
R_3kdKXIawtDMeDzF,1967,val van de muur,solidar society,1,0,0,0,0,1,1,0,0
R_3kdYEnSFrbvg8yw,1941,"Ik kijk liever nog vooruit
yesterday is history, tomorrow a mistery and today is a gift.",NA,,,,,,,,,
R_3ke2Hh6qvD9h7x4,1952,jaren 1970 -1990,solidar society,,1,0,0,0,1,1,0,0
R_3kGuxFX0mAAVb3Q,1958,Eind 70 jaren,personal youth,,1,0,0,0,1,0,0,0
R_3kH9WmtfJh2DZK3,1989,"Te weinig politieke ervaring voor, maar terug naar een tijd waar politiek wordt bedreven waarin het probleem/onderwerp centraal staat. En niet de persoon achter een stelling/opmerking/beleid. Het gaat alleen nog maar op de man en continu de grens opzoekend. Populistische politiek, daar moeten we van af",pre-polarized society,,0,0,0,0,0,1,0,0
R_3KHBRnb456hPZBr,1947,De val van de Muur,solidar society,1,0,0,0,0,1,1,0,0
R_3kiHiDpHnEaQYY3,1954,Geen idee,NA,,,,,,,,,
R_3kiIvCGgg24KpEM,1961,,NA,,,,,,,,,
R_3kkeg4jYYdaqo76,1942,,NA,,,,,,,,,
R_3KMzglQICAeDoEs,1963,ik heb geen moment waar ik naar terug verlang,NA,,,,,,,,,
R_3knxnrbFLbvqSPL,1945,,NA,,,,,,,,,
R_3KO5uxDjMIyuTXH,1979,Het pre digitale tijdperk omdat de maatschappelijke normen en waarden toen beter waren en mensen meer oog voor elkaar en elkaars mening hadden. Samenleving wordt steeds meer gepolariseerd.,pre-polarized society,,0,0,0,0,0,1,0,0
R_3kOnCUPvSTnbu8r,1946,Vredige 60-er jaren!,personal youth,,1,0,0,0,1,0,0,0
R_3kpI6STLd89h55K,1989,"Niet, er zijn teveel belangrijke stappen gezet in de afgelopen vijf jaar om terug te willen.",NA,,,,,,,,,
R_3kqdYqMjJaa8Hce,1958,dat er nog genoeg woningen waren voor iedereen,solidar society,,0,0,0,0,1,0,0,0
R_3KqPrtj1LItL8fr,1953,Naar de tijd van voorbeelden als Mandela en Obama.,pre-polarized society,1,0,0,0,0,0,1,0,0
R_3Kr49EniRoleHbs,1997,2024,NA,,,,,,,,,
R_3ktFLxhbOkDZ4da,1930,de tijd na de tweede wereldoorlog,solidar society,1,1,0,0,0,1,0,0,0
R_3KTM2QJxkFFgL2j,1951,geen enkele,NA,,,,,,,,,
R_3kttBay2Qh72Gzw,1970,,NA,,,,,,,,,
R_3KUctvoZ4P8LnKA,1992,Geen idee,NA,,,,,,,,,
R_3KuTgP3KROSHpto,1971,"We gaan de goede kant op in de regering. Er wordt nu meer geluisterd naar de mensen met een modaal inkomen. Er wordt nu meer erkend dat er armoede is in Nederland, psychische problemen zijn bij jongeren en ouderen. Grote bedrijven worden eindelijk aangepakt op milieu vervuiling. Maar deze punten moeten echt aangepakt worden! Het stoppen van oorlogen,  Wapenhandel moet aangepakt worden en dat farmaceutische bedrijven geen macht meer hebben met het opvoeren van de prijzen die in verhouding helemaal niet kloppen! In Spanje is medicatie goedkoper dan in Nederland, net zoals benzine prijzen en zo zijn er nog meer. Prijzen van de huizenmarkt klopt niet en dat is nog steeds niet opgelost.",solidar society,,0,0,0,0,1,0,0,0
R_3kvbkm3j1sdvjPu,1952,Jaren 60/70 vorige eeuw,personal youth,,1,0,0,0,1,0,0,0
R_3kw7SSuyF5WtF1u,1967,Elke tijd heeft zijn voor en nadelen,NA,,,,,,,,,
R_3kzB8eipmtYMdjR,1959,Voor corona. Toen de financien ook op erde waren,pre-polarized society,,0,0,0,0,0,1,0,0
R_3kzChmyIRxkg0x7,1983,,NA,,,,,,,,,
R_3L1qgH7cvjSD8pL,1948,Jaren 70,personal youth,,0,0,0,0,1,0,0,0
R_3lDBUCOx4VvLzYh,1968,Geen enkele,NA,,,,,,,,,
R_3LdpwkJvF5dnnL7,1974,niets,NA,,,,,,,,,
R_3lE6tc5cuRaOiR8,1962,"Het eind van mijn pubertijd.
Verder is nu de beste tijd om in te leven in Nederland.",personal youth,,1,0,0,0,0,0,0,0
R_3lJDXK2wS5ChkEc,1982,Naar het moment dat hier nog weinig asielzoekers waren en er meer respect voor elkaar was. Al die culturen hier komt onze maatschappij niet ten goede.,nationalism,,0,0,0,1,1,0,1,0
R_3Lje0cjkumOgxsw,1947,Toen niemand direct op de achterste benen stond maar meer aandacht had voor elkaar.,pre-polarized society,,0,0,0,0,0,1,0,0
R_3lJICPqBYLMf4yT,1985,"Voor mijn geboorte, de jaren 80. De welvaart, ik merk en zie om mij heen dat we als samenleving niet meer groeien.",personal youth,,0,0,0,0,1,0,0,0
R_3lKwG5BplIDsQIF,1966,,NA,,,,,,,,,
R_3lQ7Tx6AgrP03La,2002,Vandaag,NA,,,,,,,,,
R_3lQAwcQ4ovtUWCc,1961,Mijn kennismaking met gorbachov in kyoto,solidar society,,1,0,0,0,1,0,0,0
R_3lQPB7S010MH0vw,1952,70er jaren,personal youth,,1,0,0,0,1,0,0,0
R_3ls279hA0TsiHWm,1953,Eind van de 20 e eeuw,pre-polarized society,,0,0,0,0,0,1,0,0
R_3lSp6XE9JMM1opG,1957,Voor de corona,pre-polarized society,,0,0,0,0,0,1,0,0
R_3lubePr2qJ33RKK,1945,1980,solidar society,,0,0,0,0,1,0,0,0
R_3lvv7mWKk5MCGvD,1954,"Geen, in elke periode was er wel iets wat goed ging (meestal voor de machtigen) en iets wat niet goed ging (meestal voor de bevolking). Bovendien wordt geschiedenis geschreven door de 'overwinnaars' en is daarom niet volledig en niet objectief. Ik kijk liever naar het nu en wat we kunnen doen om de huidige situatie te verbeteren voor de nabije toekomst.",NA,,,,,,,,,
R_3lWRMZeAx5b180X,1980,Eentje zonder cameras,pre-industrialized society,,0,0,1,0,0,0,0,0
R_3lXqMyjuIrBHR0T,1958,echte democratie toen de burger nog meetelde.,pre-polarized society,,0,0,0,0,0,1,0,0
R_3lyItsna6lhUyUN,1964,Niet,NA,,,,,,,,,
R_3LYlLKLCWrOQT51,1969,Waarom zou ik terug willen,NA,,,,,,,,,
R_3m2boVqjWtsyxul,1951,naar het heden en hopelijk ook naar de toekomst,NA,,,,,,,,,
R_3m2D66n9zKzDafv,1945,Jaren 60,personal youth,,1,0,0,0,1,0,0,0
R_3M3RIutbl8UEKPc,1953,Terugverlangen heeft geen zin. We leven in het heden.,NA,,,,,,,,,
R_3m4wrvuNfdILu6x,1953,Kabinet Den Uyl,solidar society,,0,0,0,0,1,0,0,0
R_3m7U5bOgEWrx1Pv,1985,jeroen reijmer,NA,,,,,,,,,
R_3Ma0Jj3BPb4Pgi3,1966,,NA,,,,,,,,,
R_3maEVspxvCV923N,1983,De tijd voor de industriële revolutie,pre-industrialized society,,0,0,1,0,0,0,0,0
R_3mdF7YU0KvAHmkA,1950,Nergens naar. We moeten vooruit kijken.,NA,,,,,,,,,
R_3MDKsFlDXllB2QX,1954,"Ik persoonlijk naar vroegere tijden.
Waarbij de mensen veel minder hadden dan nu.
",pre-industrialized society,,0,0,1,0,0,0,0,0
R_3MDws90gG5414zh,1992,De tweede feministische golf.,solidar society,,0,0,0,0,1,0,0,0
R_3me45E8pdrzO1TQ,1973,geen een in het bijzonder,NA,,,,,,,,,
R_3mfAvoOJ9pEQgK9,1962,1917,NA,,,,,,,,,
R_3MfFGwHzYQkBuCV,1987,"De jaren 90, toen ik nog een kind was en zaken als klimaat, racisme of inflatie nog niet speelden",personal youth,,1,0,0,0,0,0,0,0
R_3MhRYlvOWUmPGaC,1987,,NA,,,,,,,,,
R_3Migo6AOGMga5bE,1949,Tweede helft vorige eeuw,personal youth,,1,0,0,0,1,1,0,0
R_3MLqTMyCej2hxU8,1944,Geen enkel,NA,,,,,,,,,
R_3mlY3c0FCDAR6Y0,1972,"Misschien niet perse een moment in de geschiedenis maar meer een situatie waar wij nog geen kennis hadden gemaakt met Covid Maatregelen en zou graag naar een situatie gaan zonder de huidige Premier Rutte. Hij en zijn ""vrienden"" mogen van mij per direct het werk neerleggen omdat zij meer schade toebrengen dan dat zij onze samenleving verbeteren.",pre-polarized society,,0,0,0,0,0,1,0,0
R_3MmNqzeSefroXCZ,1987,Rond de jaren 2000,personal youth,,1,0,0,0,0,0,0,0
R_3mmWnjcE6hyJSrN,1978,"De tijd dat er geen Corona, klimaatprobleem en oorlog in Europa was denk ik.",pre-polarized society,,0,0,0,0,0,1,0,0
R_3MnepSseDSqVdVr,1965,"Welke geschiedenis? Van mij, Nederland, Europa of de wereld?
Het is niet zo mijn aard om erg terug te verlangen naar het verleden.",NA,,,,,,,,,
R_3MrQ0RfiFEVryaq,1965,De tijd dat Jezus zich liet zien onder de mensen.,pre-industrialized society,,0,0,1,0,0,0,0,0
R_3MsaqL3Qa1kqzxE,1973,"deze vraag is voor mij niet relevant. Ik verlang niet terug naar 1 moment in de geschiedenis. Ik heb mooie herinneringen aan het verleden, maar ik leef in het heden en maak me zorgen over de toekomst.",NA,,,,,,,,,
R_3MsT5LKSJgg3CM9,1971,Kan geen specifiek moment aangeven.,NA,,,,,,,,,
R_3MsvZVda4eyAsi2,1992,,NA,,,,,,,,,
R_3MuKZmqMijcbNaZ,1965,"Waarde normen en respect voor elkaar, welzijn ipv continue focus op welvaart cq materialisme.  M’n meer respect voor senioren die ons land hebben opgebouwd na WO2 waar we nu de vrijheid en welvaart aan te danken hebben.",solidar society,1,0,0,0,0,1,0,0,0
R_3MxKC1xE3w1dy4u,1950,De autoloze zondag,personal youth,,1,0,0,0,0,0,0,0
R_3MxpavF5mHKx7pW,1946,de jaren 60-70,personal youth,,1,0,0,0,1,0,0,0
R_3My8nGCA2SqGR69,1956,De tijd dat er veel minder van die splinterpartijtjes waren,pre-polarized society,,0,0,0,0,0,1,0,0
R_3MzmCaVIdQmDgz1,1946,"Het verleden was goed, voor de toekomst heb ik mijn bedenkingen",NA,,,,,,,,,
R_3n3l1VjMDb8Lrhs,1972,Militaire dienst,personal youth,,0,0,0,1,0,0,0,0
R_3n77bZpA4BG5aBN,1956,Zestiger jaren,personal youth,,1,0,0,0,1,0,0,0
R_3n7oqAgs7UJgQ6K,1965,1990,pre-polarized society,,0,0,0,0,0,1,0,0
R_3n92HZWK51xyqGN,1980,"Verlang niet echt terug, ben nog steeds gelukkig. Maar als ik moet kiezen: Jaren 90. Leek allemaal wat onbezorgder. Geen social media, ouderwets bij iemand aanbellen en niet iedereen was zo snel aangebrand. Mensen leken wat verdraagzamer. Maar kan ook een romantische gedachte zijn, omdat ik jonger was.",personal youth,,1,0,0,0,0,1,0,0
R_3nA6GFMu0wkjq7X,1942,Ik leef in het heden!,NA,,,,,,,,,
R_3nC2jay19xVFOxC,1950,De jaren van de wederopbouw. Men was meer tevreden,solidar society,1,1,0,0,0,1,0,0,0
R_3nCb6gRUUcfJUCI,1968,val van de Berlijnse muur,solidar society,1,0,0,0,0,1,1,0,0
R_3ncwHptqk3VrYD1,1962,De jaren 70 en 80 vorige eeuw.,personal youth,,1,0,0,0,1,0,0,0
R_3NCzyMYREypyMXP,1984,,NA,,,,,,,,,
R_3NDS10FsDoAmSVN,1962,Eigenlijk ben ik wel te vrede met het leven.,NA,,,,,,,,,
R_3nDvta0eV0GEEti,1958,"Vlak voor de invoering van de Euro, mits we de invoering zoals uitgevoerd hadden kunnen voorkomen.",anti-europe,,0,1,0,1,0,0,0,0
R_3NECiBKmCGB5ZHT,1998,Het eerste Franse keizerrijk onder Napoleon,pre-industrialized society,1,0,0,1,0,0,0,0,0
R_3NESv93jM39t0wr,1963,,NA,,,,,,,,,
R_3nHkRygUUxwYJB1,1954,Ik verlang terug naar  de regeerperiode  waarin de PvdA (leider Joop den Uyl) nog echt PvdA was en  deelnam in beslissingen van de regering. De premie A en premie B regeling voor de woningbouw was een idee van de PvdA en iedereen (economie!!!)was erbij gebaat.,solidar society,1,0,0,0,0,1,0,0,0
R_3niKgZzOHmR5I9o,1947,tijd met Wiegel,solidar society,,0,0,0,0,1,0,0,0
R_3nIuubQQ04qM4cj,1961,2000,pre-polarized society,,0,0,0,0,0,1,0,0
R_3nixvleVpIFBjUe,1973,,NA,,,,,,,,,
R_3njzSdaZpbjCnsT,1998,Denk dat er in elk tijdperk wel geklaagd is,NA,,,,,,,,,
R_3NKtPr7s6YSd5Eo,1973,Ik verlang niet terug naar een specifiek moment omdat er altijd voor- en dalen waren. En ik geloof erg in vooruitgang en voel die op dit moment toch nog steeds - ondanks de huidige crises.,NA,,,,,,,,,
R_3NKwME5qrQZe1lH,1981,Geen,NA,,,,,,,,,
R_3nl1qqume1rlkHu,1963,Geen. We kunnen leren van het verleden maar moeten vooruit kijken.,NA,,,,,,,,,
R_3nMJesggySlXcgx,1963,Klassieke oudheid!,pre-industrialized society,,0,0,1,0,0,0,0,0
R_3nNJeweY417ZK0w,1975,,NA,,,,,,,,,
R_3nP1GiadzHzNtf5,1970,,NA,,,,,,,,,
R_3NP7Ok3MfjyVvRt,1940,zestiger jaren,personal youth,,1,0,0,0,1,0,0,0
R_3nPBZmJHNw7RXaC,1948,De 70-er jaren,personal youth,,1,0,0,0,1,0,0,0
R_3npeTrd1H1nqXt9,1963,London Olympics,nationalism,,0,0,0,1,0,0,0,1
R_3nqSlUU8ut9CDFP,1964,"Jaren 80, toen normen en waarden nog werden gerespecteerd",solidar society,,1,0,0,0,1,1,0,0
R_3nrxpGE81gkxpcg,1951,"De tijd van voor de ontwikkeling van het ruilmiddel ,,geld,,",pre-industrialized society,,0,0,1,0,0,0,0,0
R_3nSJD4pJYqk85Hu,1971,"Geen voorkeur, heden",NA,,,,,,,,,
R_3nTd7xkkQlKiI8h,1993,Het moment dat ik mijn fouten nog kon rechtzetten.,personal youth,,1,0,0,0,0,0,0,0
R_3nugA1HkG1Wg4iO,1987,Geen,NA,,,,,,,,,
R_3nuS0W06DVnaLzE,1953,Geen,NA,,,,,,,,,
R_3nV3iw8XBS4Ku3s,1946,??,NA,,,,,,,,,
R_3nvIzWbtjC4BPZC,1968,de tijd van voor het individualisme,solidar society,,0,0,0,0,1,0,0,0
R_3NWDJyj5L6PZtI1,1953,"De relatief vreedzame periode voor februari 2022, dus voor de oorlog tussen Rusland en Oekraine.",solidar society,,0,0,0,0,0,1,0,0
